-10.0,-10.0,1.0
-10.0,-9.591836734693878,1.0
-10.0,-9.183673469387756,1.0
-10.0,-8.775510204081632,1.0
-10.0,-8.36734693877551,1.0
-10.0,-7.959183673469388,1.0
-10.0,-7.551020408163265,1.0
-10.0,-7.142857142857142,1.0
-10.0,-6.73469387755102,1.0
-10.0,-6.326530612244898,1.0
-10.0,-5.918367346938775,1.0
-10.0,-5.5102040816326525,1.0
-10.0,-5.1020408163265305,1.0
-10.0,-4.6938775510204085,1.0
-10.0,-4.285714285714286,1.0
-10.0,-3.8775510204081627,1.0
-10.0,-3.4693877551020407,1.0
-10.0,-3.0612244897959187,1.0
-10.0,-2.6530612244897958,1.0
-10.0,-2.244897959183673,1.0
-10.0,-1.8367346938775508,1.0
-10.0,-1.4285714285714288,1.0
-10.0,-1.020408163265305,1.0
-10.0,-0.612244897959183,1.0
-10.0,-0.204081632653061,1.0
-10.0,0.204081632653061,1.0
-10.0,0.612244897959183,1.0
-10.0,1.0204081632653068,1.0
-10.0,1.4285714285714288,1.0
-10.0,1.8367346938775508,1.0
-10.0,2.2448979591836746,1.0
-10.0,2.6530612244897966,1.0
-10.0,3.0612244897959187,1.0
-10.0,3.4693877551020407,1.0
-10.0,3.8775510204081627,1.0
-10.0,4.2857142857142865,1.0
-10.0,4.6938775510204085,1.0
-10.0,5.1020408163265305,1.0
-10.0,5.510204081632654,1.0
-10.0,5.918367346938776,1.0
-10.0,6.326530612244898,1.0
-10.0,6.73469387755102,1.0
-10.0,7.142857142857142,1.0
-10.0,7.551020408163264,1.0
-10.0,7.95918367346939,1.0
-10.0,8.367346938775512,1.0
-10.0,8.775510204081634,1.0
-10.0,9.183673469387756,1.0
-10.0,9.591836734693878,1.0
-10.0,10.0,1.0
-9.591836734693878,-10.0,1.0
-9.591836734693878,-9.591836734693878,1.0
-9.591836734693878,-9.183673469387756,1.0
-9.591836734693878,-8.775510204081632,1.0
-9.591836734693878,-8.36734693877551,1.0
-9.591836734693878,-7.959183673469388,1.0
-9.591836734693878,-7.551020408163265,1.0
-9.591836734693878,-7.142857142857142,1.0
-9.591836734693878,-6.73469387755102,1.0
-9.591836734693878,-6.326530612244898,1.0
-9.591836734693878,-5.918367346938775,1.0
-9.591836734693878,-5.5102040816326525,1.0
-9.591836734693878,-5.1020408163265305,1.0
-9.591836734693878,-4.6938775510204085,1.0
-9.591836734693878,-4.285714285714286,1.0
-9.591836734693878,-3.8775510204081627,1.0
-9.591836734693878,-3.4693877551020407,1.0
-9.591836734693878,-3.0612244897959187,1.0
-9.591836734693878,-2.6530612244897958,1.0
-9.591836734693878,-2.244897959183673,1.0
-9.591836734693878,-1.8367346938775508,1.0
-9.591836734693878,-1.4285714285714288,1.0
-9.591836734693878,-1.020408163265305,1.0
-9.591836734693878,-0.612244897959183,1.0
-9.591836734693878,-0.204081632653061,1.0
-9.591836734693878,0.204081632653061,1.0
-9.591836734693878,0.612244897959183,1.0
-9.591836734693878,1.0204081632653068,1.0
-9.591836734693878,1.4285714285714288,1.0
-9.591836734693878,1.8367346938775508,1.0
-9.591836734693878,2.2448979591836746,1.0
-9.591836734693878,2.6530612244897966,1.0
-9.591836734693878,3.0612244897959187,1.0
-9.591836734693878,3.4693877551020407,1.0
-9.591836734693878,3.8775510204081627,1.0
-9.591836734693878,4.2857142857142865,1.0
-9.591836734693878,4.6938775510204085,1.0
-9.591836734693878,5.1020408163265305,1.0
-9.591836734693878,5.510204081632654,1.0
-9.591836734693878,5.918367346938776,1.0
-9.591836734693878,6.326530612244898,1.0
-9.591836734693878,6.73469387755102,1.0
-9.591836734693878,7.142857142857142,1.0
-9.591836734693878,7.551020408163264,1.0
-9.591836734693878,7.95918367346939,1.0
-9.591836734693878,8.367346938775512,1.0
-9.591836734693878,8.775510204081634,1.0
-9.591836734693878,9.183673469387756,1.0
-9.591836734693878,9.591836734693878,1.0
-9.591836734693878,10.0,1.0
-9.183673469387756,-10.0,1.0
-9.183673469387756,-9.591836734693878,1.0
-9.183673469387756,-9.183673469387756,1.0
-9.183673469387756,-8.775510204081632,1.0
-9.183673469387756,-8.36734693877551,1.0
-9.183673469387756,-7.959183673469388,1.0
-9.183673469387756,-7.551020408163265,1.0
-9.183673469387756,-7.142857142857142,1.0
-9.183673469387756,-6.73469387755102,1.0
-9.183673469387756,-6.326530612244898,1.0
-9.183673469387756,-5.918367346938775,1.0
-9.183673469387756,-5.5102040816326525,1.0
-9.183673469387756,-5.1020408163265305,1.0
-9.183673469387756,-4.6938775510204085,1.0
-9.183673469387756,-4.285714285714286,1.0
-9.183673469387756,-3.8775510204081627,-0.001
-9.183673469387756,-3.4693877551020407,-0.001
-9.183673469387756,-3.0612244897959187,-0.001
-9.183673469387756,-2.6530612244897958,-0.001
-9.183673469387756,-2.244897959183673,-0.001
-9.183673469387756,-1.8367346938775508,-0.001
-9.183673469387756,-1.4285714285714288,-0.001
-9.183673469387756,-1.020408163265305,-0.001
-9.183673469387756,-0.612244897959183,-0.001
-9.183673469387756,-0.204081632653061,-0.001
-9.183673469387756,0.204081632653061,-0.001
-9.183673469387756,0.612244897959183,-0.001
-9.183673469387756,1.0204081632653068,-0.001
-9.183673469387756,1.4285714285714288,1.0
-9.183673469387756,1.8367346938775508,1.0
-9.183673469387756,2.2448979591836746,1.0
-9.183673469387756,2.6530612244897966,1.0
-9.183673469387756,3.0612244897959187,1.0
-9.183673469387756,3.4693877551020407,1.0
-9.183673469387756,3.8775510204081627,1.0
-9.183673469387756,4.2857142857142865,1.0
-9.183673469387756,4.6938775510204085,1.0
-9.183673469387756,5.1020408163265305,1.0
-9.183673469387756,5.510204081632654,1.0
-9.183673469387756,5.918367346938776,1.0
-9.183673469387756,6.326530612244898,1.0
-9.183673469387756,6.73469387755102,1.0
-9.183673469387756,7.142857142857142,1.0
-9.183673469387756,7.551020408163264,1.0
-9.183673469387756,7.95918367346939,1.0
-9.183673469387756,8.367346938775512,1.0
-9.183673469387756,8.775510204081634,1.0
-9.183673469387756,9.183673469387756,1.0
-9.183673469387756,9.591836734693878,1.0
-9.183673469387756,10.0,1.0
-8.775510204081632,-10.0,1.0
-8.775510204081632,-9.591836734693878,1.0
-8.775510204081632,-9.183673469387756,1.0
-8.775510204081632,-8.775510204081632,1.0
-8.775510204081632,-8.36734693877551,1.0
-8.775510204081632,-7.959183673469388,1.0
-8.775510204081632,-7.551020408163265,1.0
-8.775510204081632,-7.142857142857142,1.0
-8.775510204081632,-6.73469387755102,1.0
-8.775510204081632,-6.326530612244898,1.0
-8.775510204081632,-5.918367346938775,1.0
-8.775510204081632,-5.5102040816326525,1.0
-8.775510204081632,-5.1020408163265305,1.0
-8.775510204081632,-4.6938775510204085,-0.001
-8.775510204081632,-4.285714285714286,-0.001
-8.775510204081632,-3.8775510204081627,-0.001
-8.775510204081632,-3.4693877551020407,-0.001
-8.775510204081632,-3.0612244897959187,-0.001
-8.775510204081632,-2.6530612244897958,-0.001
-8.775510204081632,-2.244897959183673,-0.001
-8.775510204081632,-1.8367346938775508,-0.001
-8.775510204081632,-1.4285714285714288,-0.001
-8.775510204081632,-1.020408163265305,-0.001
-8.775510204081632,-0.612244897959183,-0.001
